x,y
589,536
1467,532
1262,547
1213,355
1232,350
459,696
1239,546
854,696
900,731
418,279
835,360
1094,720
424,303
630,751
250,289
730,503
661,759
1038,695
784,361
950,739
688,497
280,481
878,778
324,317
1292,383
1236,721
254,491
566,516
825,757
1216,544
384,295
1407,401
688,327
973,346
1185,342
1165,340
967,382
1544,382
927,333
604,517
1214,406
1308,390
1234,383
1527,386
930,367
1513,402
812,763
942,311
591,306
619,338
733,700
344,494
1046,353
865,743
440,298
1455,406
1173,533
1410,541
852,312
780,730
464,721
498,739
1292,730
591,507
608,774
1175,384
959,297
665,508
1043,742
998,393
604,748
760,492
917,785
787,311
353,307
1306,555
1268,367
1185,557
1158,718
633,714
428,662
985,278
705,495
493,318
1264,716
1000,782
84,447
300,493
586,343
638,518
810,378
1068,751
513,733
1477,401
421,716
411,372
49,447
1071,695
1573,381
537,768
111,280
1425,540
409,336
705,723
471,290
207,481
1336,392
193,506
779,644
1009,697
923,736
1149,157
880,353
1254,411
518,333
757,683
1137,345
746,363
1432,386
50,285
1279,543
848,370
82,278
368,519
636,543
542,713
739,757
677,766
324,494
562,652
831,313
988,729
223,461
791,486
450,515
641,294
656,340
807,639
979,784
111,465
872,696
453,482
454,672
89,464
1072,542
822,675
135,295
504,689
396,505
306,294
911,848
15,266
579,630
1393,407
568,770
1215,309
877,510
318,445
1454,523
1188,513
1163,397
502,498
512,621
1489,551
938,789
946,491
1380,297
326,528
1384,551
385,77
1017,633
895,303
1302,330
473,357
759,311
1207,709
688,615
549,314
1038,533
1099,409
1071,346
260,305
657,705
197,271
249,266
