x,y
974,702
1527,763
1428,468
1389,473
1333,449
1684,441
825,670
1615,819
1316,842
1764,603
1665,602
693,519
1424,666
1618,787
1280,645
1137,668
1569,625
1888,557
1497,453
1541,443
1448,887
1406,456
1287,906
1431,852
1627,724
1494,597
1521,594
896,461
807,712
1473,834
1262,591
1718,790
932,503
1617,770
1301,589
1498,748
1551,602
1071,673
1447,842
1248,662
1672,792
1401,601
896,634
1497,873
1309,817
787,511
1017,667
1814,594
1461,632
1053,487
1700,606
1736,735
728,513
1380,807
1306,663
827,533
1308,611
1568,743
1368,758
751,672
716,673
1259,806
1400,881
1461,744
1522,877
1643,845
850,657
1906,563
1448,649
881,511
1358,460
852,713
1593,832
1748,722
944,619
1341,886
1524,799
729,664
1291,769
1268,901
1592,724
1350,614
1045,698
950,674
1527,844
1281,469
762,645
1442,584
842,476
1474,795
867,669
1479,478
854,452
1379,828
1451,775
1758,757
1834,585
1362,654
1023,706
1594,467
1200,641
1405,848
1371,551
1407,654
921,659
1719,729
1410,555
1284,588
1155,493
1382,668
710,515
1156,637
1419,775
1384,878
1486,681
1549,765
999,701
1642,722
1738,589
1113,625
1334,812
1791,614
1867,598
973,611
1615,470
1500,805
1743,614
897,695
1640,587
811,492
796,656
1400,486
918,470
1266,847
1206,573
969,497
1402,807
1673,641
1324,858
1599,601
1234,676
1045,641
1632,453
781,708
1232,806
1337,498
1550,875
680,655
1471,614
1470,423
694,702
1170,514
1071,474
898,525
1611,654
753,496
1305,481
1658,831
751,717
1737,790
1716,590
1449,468
1380,621
1420,702
1785,762
1566,450
1186,601
1527,642
1018,505
1388,717
1341,421
1328,659
1303,912
806,304
1422,436
1047,516
875,449
1903,589
1504,565
924,614
1586,877
1538,508
1676,741
860,613
1405,922
1885,389
660,659
1104,494
843,525
1871,555
1347,785
1836,540
1764,550
1230,482
1521,722
1702,845
1723,454
681,518
1510,507
1450,543
1640,427
1262,496
1432,895
1352,192
1833,617
1142,467
1809,543
1694,542
1304,737
1212,803
1365,570
942,516
1492,659
825,627
1339,727
1564,565
1495,918
927,706
1320,438
991,497
1478,692
1196,466
1222,857
1699,454
1375,924
1761,805
1203,688
1899,444
794,354
1257,442
1666,546
1674,479
1708,397
1771,442
1675,416
