x,y
997,830
400,851
1111,707
924,585
833,823
1091,844
1281,726
1093,743
728,848
831,735
871,603
752,643
1272,590
668,643
730,669
906,851
759,502
1081,789
726,604
1146,781
710,816
834,650
1034,460
147,1004
778,623
1261,947
801,615
740,771
1257,723
1337,765
249,833
606,645
1215,470
753,446
1263,515
1356,762
1323,688
570,529
989,640
1257,792
796,782
1232,810
811,697
993,733
549,687
494,858
1143,671
711,511
972,831
621,955
1321,561
421,857
516,656
708,848
1198,788
1066,845
681,684
1072,705
1208,738
416,807
375,953
512,568
472,657
1305,686
438,613
1065,652
286,844
1023,846
1151,842
668,774
1017,735
590,807
955,733
966,663
984,785
1370,752
748,376
566,685
225,848
773,692
361,820
942,828
894,680
518,804
1044,660
923,655
550,825
806,838
1259,945
684,468
291,813
468,788
911,928
1225,691
919,442
618,958
402,621
640,687
1206,850
626,755
490,860
893,727
1299,815
