x,y
1861,630
1600,290
1812,332
1357,190
1329,239
1386,164
1786,581
448,366
1877,156
942,306
806,329
1729,144
1906,189
1324,342
1213,766
907,791
1816,519
1806,686
1045,834
1906,625
1522,356
415,722
1055,790
649,538
608,383
1044,281
1028,362
1238,248
1473,695
161,498
1785,814
1195,753
829,354
424,434
1329,168
1489,751
1263,818
568,434
1251,468
1892,654
252,517
716,313
1307,332
1203,700
1451,703
537,724
1252,752
1839,189
963,416
1236,790
1749,687
1167,289
1591,185
634,677
1296,637
655,363
1171,236
1090,295
625,758
1333,219
1219,710
1861,765
732,252
1362,171
1403,243
1219,434
1411,664
1171,437
1472,275
1197,517
1904,313
1405,217
1253,269
253,792
1367,789
1622,375
484,372
1063,765
385,338
656,749
1551,740
1041,343
90,739
595,476
1249,616
1501,677
563,380
1045,515
611,815
167,721
1258,541
1028,775
1022,430
866,389
1873,708
831,737
1466,721
231,709
1581,760
352,467
503,713
1073,437
1312,679
1328,270
1103,437
286,750
1302,654
312,457
1527,243
721,333
1261,298
1909,695
1860,274
1527,623
1060,376
628,432
1224,546
679,645
560,456
1815,973
1479,651
357,713
1546,240
1569,624
1190,416
33,735
235,461
1454,248
988,415
876,331
396,457
1827,319
1336,345
1131,541
1109,751
1226,607
1623,269
511,359
1021,830
1065,697
1828,500
1672,369
1758,405
1130,392
1609,726
899,407
1214,321
1905,755
212,719
1125,763
1131,679
1737,166
1142,804
531,563
874,461
1876,258
393,719
1803,302
1436,579
1644,699
1303,818
1438,343
1454,598
1551,389
768,432
1142,326
464,432
1873,580
921,303
1344,700
1341,775
765,756
1127,240
749,263
350,410
806,449
1670,630
140,477
1409,804
815,522
656,764
921,365
679,424
1736,464
655,725
36,808
1763,829
266,457
1900,808
1094,226
356,768
1543,347
271,711
1346,841
925,439
831,695
1852,653
1810,243
1099,322
183,481
1710,536
418,381
1168,531
1706,684
783,362
749,529
1436,668
1813,768
1287,344
816,411
674,332
711,383
1846,720
433,336
922,803
1230,508
1798,452
1544,722
435,490
451,744
1694,191
1897,506
1730,234
285,790
1200,793
1543,802
1354,445
853,268
1273,560
245,543
1065,837
1296,436
1375,745
783,263
1481,979
213,761
138,744
1577,209
1388,306
1407,162
1030,555
1662,285
1018,290
1771,474
560,718
1765,768
314,391
974,298
537,312
1663,237
1405,359
162,770
1731,680
1698,761
118,701
285,387
1891,169
826,264
1251,363
1258,194
1560,651
717,291
1507,795
698,482
1589,588
1143,449
1594,511
1400,543
856,500
1064,240
634,557
399,779
1886,370
1657,511
1244,720
1746,527
1803,201
759,560
1302,759
475,684
721,694
1534,293
1413,765
379,408
769,499
1523,695
592,735
335,792
981,355
1787,694
1198,194
185,440
1581,313
1028,709
869,786
1722,794
1347,575
1545,464
1260,446
1851,338
1679,576
962,914
1823,673
1371,373
1468,192
1801,803
1309,514
1068,507
1870,529
1095,811
1798,355
1371,666
1669,705
1494,523
1480,335
1831,398
1503,474
1711,285
764,699
963,768
508,489
1635,579
602,603
853,662
1615,783
1603,365
556,813
465,509
646,474
526,425
470,594
1091,704
1222,379
927,759
1770,577
1206,839
1774,157
1394,596
507,287
1164,752
948,250
1752,273
654,511
802,764
1860,808
1164,617
1612,170
1748,354
1893,433
1698,487
1322,475
736,402
998,732
551,526
1042,439
1685,442
1332,419
482,571
1466,812
630,819
1425,435
1761,704
1795,505
1665,821
1169,351
400,580
944,527
309,531
1275,622
71,728
565,338
829,1005
678,621
416,533
1596,444
1861,135
355,522
1647,417
1723,600
1189,690
1000,522
1707,360
1629,124
1120,495
822,812
1618,520
1658,767
346,333
496,847
1627,650
1162,680
1501,597
1499,187
840,194
1668,167
1131,167
1542,545
1815,132
942,595
893,235
320,714
627,299
1005,224
468,301
1811,575
1570,814
679,564
1504,351
886,831
1472,450
466,858
1380,471
