x,y
885,288
1429,440
1765,348
1884,335
1752,315
843,275
1850,318
1577,317
967,115
1020,295
1383,668
1672,311
1190,416
822,389
1216,314
1176,451
944,290
807,377
1481,320
945,400
1625,692
1671,332
968,444
792,381
1435,671
951,442
962,393
1260,430
1243,421
695,229
1429,325
1043,395
1024,402
1622,752
1716,304
793,253
1356,331
1058,299
964,251
1575,721
1898,624
1641,737
1558,678
1047,428
1455,330
1891,357
1717,338
688,261
981,313
1498,340
994,444
922,288
1823,356
1627,722
1381,436
1408,444
1182,293
1081,461
1531,450
937,434
901,401
926,402
1777,710
985,275
1566,702
779,233
1527,471
1754,682
1357,425
1746,346
1129,411
1549,447
1900,317
1788,355
1408,328
1256,317
904,287
1556,324
1884,654
1381,252
829,273
1527,342
1594,483
1479,699
897,266
1333,459
1313,421
1895,450
1624,320
1472,635
1125,455
1814,314
1395,697
1025,456
1519,627
1671,365
1004,387
1356,315
891,439
864,398
1172,431
1683,722
1628,295
1618,482
1292,464
1906,490
1140,304
1569,364
1503,700
1025,327
739,277
1443,606
730,231
1767,307
969,378
1655,698
1195,588
1536,719
1837,310
1117,470
929,244
776,385
946,320
1600,356
1072,403
1473,448
866,287
1436,693
1800,469
963,116
826,414
1873,505
1270,416
1593,387
1594,305
1376,650
1065,313
1829,491
1516,299
1285,401
1875,714
876,249
1766,187
1498,451
1209,616
1520,198
1140,385
1742,698
1672,294
1712,478
1380,716
1112,321
1256,462
806,276
1363,479
1707,650
1598,668
1798,673
1633,644
1398,251
1860,360
1228,417
1576,749
1213,155
1714,729
1792,490
1836,668
1097,299
1871,476
1278,315
1382,323
1420,475
1544,606
1428,583
1751,485
1439,653
1042,473
1216,465
1640,472
1575,634
1672,488
1480,485
1610,767
1564,457
663,251
1855,749
1454,366
1750,627
1167,469
1194,328
1672,643
522,216
1438,285
1845,403
1264,632
1578,814
1808,622
1255,574
1316,339
1329,662
1304,619
1606,602
1812,749
1682,793
