x,y
945,665
472,530
1163,913
1281,719
1256,570
1330,768
1118,931
1115,744
1217,783
744,686
831,965
933,575
537,695
1030,785
1286,750
1016,1029
859,717
510,571
256,552
805,699
775,711
970,560
1041,591
1356,734
1171,599
1061,985
1119,770
757,923
941,930
994,680
1095,561
830,752
1568,576
1090,957
1227,748
1045,1010
1133,587
1071,1028
1118,719
563,689
812,909
874,730
453,741
376,725
922,766
542,559
975,684
1066,779
684,758
489,762
1408,749
565,789
316,545
930,747
1112,890
410,519
324,762
1244,956
1208,609
257,710
850,777
1160,949
754,734
1138,868
1738,555
1281,902
1453,783
1310,751
426,701
631,564
970,785
797,749
854,1007
1386,721
518,783
656,757
968,741
440,554
615,713
378,579
236,717
1039,737
996,974
1252,932
952,727
1037,952
591,578
1085,907
348,725
1137,978
1032,804
1219,901
1024,903
1263,897
270,551
1062,938
963,981
466,683
882,588
1266,767
1190,608
435,717
1545,751
1425,781
302,537
582,784
819,936
974,914
846,694
992,571
818,891
1118,1001
1107,1034
489,693
897,776
1161,568
378,538
916,1002
1275,698
782,969
878,1021
774,913
205,691
1361,785
1071,614
665,698
727,740
950,899
454,775
1022,666
348,546
727,583
979,598
1045,793
958,818
702,731
902,950
420,507
916,610
1169,800
418,762
1354,709
998,882
548,738
495,584
1129,557
538,783
1225,596
1002,938
1001,719
834,983
1203,983
874,775
1340,721
590,711
1173,1003
648,555
1551,583
295,698
780,783
452,591
1298,601
854,577
1743,569
1026,587
1238,800
510,737
485,541
1168,745
898,725
831,596
711,554
608,590
920,1051
859,932
991,778
1422,710
782,1023
1589,592
1490,769
179,700
928,834
1062,544
268,770
736,612
1039,874
805,577
1120,641
936,681
675,575
448,502
1158,874
1089,786
300,758
230,546
1472,777
324,705
558,568
208,745
876,917
401,672
397,341
734,699
813,1032
1214,736
1075,700
730,914
932,519
403,578
1071,867
829,855
1283,961
1016,771
1210,950
360,682
1238,570
1738,625
884,1059
1332,935
1016,546
1715,627
1093,641
374,774
516,683
1725,556
1025,823
759,673
744,794
1327,599
900,884
1502,557
903,547
1191,878
1559,760
1249,698
1298,889
1006,1056
1500,757
1765,585
952,1034
1454,733
1134,707
870,856
834,528
1693,633
1303,980
1267,624
1371,600
729,968
380,395
1275,561
770,554
1535,726
1240,1014
1506,619
1316,543
