x,y
518,484
691,335
661,378
363,408
685,425
686,600
606,314
418,344
349,438
825,360
306,317
121,303
274,344
399,345
704,359
86,257
871,401
825,529
395,304
783,408
562,512
369,346
970,316
831,472
580,436
540,408
631,559
358,265
630,413
243,318
454,356
660,492
195,280
967,278
893,353
490,425
365,170
441,389
415,386
707,483
525,451
495,334
563,480
762,459
638,627
708,605
901,529
645,456
345,304
890,465
486,486
726,664
831,416
524,521
355,453
153,292
849,495
368,204
543,754
845,383
218,385
448,424
924,556
224,301
463,457
260,403
439,311
316,278
674,577
934,354
535,548
636,500
787,501
759,492
912,542
607,560
582,530
706,642
959,531
608,468
719,502
415,472
654,639
882,506
661,565
620,597
750,669
978,360
307,405
936,574
177,337
864,551
801,512
913,772
983,434
834,547
791,676
993,515
934,645
1015,618
820,741
