x,y
1647,385
541,399
1365,802
687,599
1908,456
1252,449
1906,338
199,575
1598,595
1815,427
1486,760
1143,640
1148,617
1902,620
1477,393
1186,641
1484,354
1479,736
1907,547
1017,597
1472,495
1357,492
1856,925
1905,791
1266,397
1831,423
1586,386
1358,685
1427,408
1166,695
1777,327
1890,814
1432,462
1560,456
48,599
1382,790
1436,804
1621,542
1748,478
1521,494
1353,422
278,584
1657,858
1087,616
1536,361
1726,383
804,601
1329,686
1869,880
1463,320
1441,358
1142,698
1677,772
1618,781
1232,457
630,598
949,603
1579,665
1687,567
57,578
1502,358
1906,406
1668,401
1766,520
1586,643
1528,727
1853,465
471,873
416,554
1882,522
1685,597
1730,461
781,587
1183,675
1244,698
1467,721
1281,387
1703,1065
1739,858
1231,473
1508,762
1755,578
1686,363
1779,409
1184,623
1829,919
1239,390
1304,328
1611,454
1440,557
595,579
1516,536
1122,625
1518,682
1839,868
1498,475
1395,377
1290,669
1615,591
1058,660
1893,911
1881,492
1197,387
1226,644
1447,699
245,532
1535,422
1589,361
1868,356
1699,744
1881,424
1798,485
443,554
309,600
1261,651
922,602
1802,335
1362,375
1472,551
1829,535
24,547
488,695
1693,824
1633,728
544,564
1563,326
1730,357
1439,489
1416,308
1271,719
568,609
516,384
831,626
1112,666
1645,800
1040,598
716,590
374,553
1843,349
1586,571
1644,438
264,572
15,625
668,589
1797,570
1406,787
1470,418
1210,709
927,661
843,576
142,861
465,598
1396,426
204,602
1594,717
1044,632
342,581
447,702
560,410
1391,497
1540,599
1510,621
1333,353
1394,685
1874,799
574,683
1298,811
1683,506
1288,471
1410,567
877,614
1340,473
1786,840
488,540
1200,364
993,599
513,565
504,629
1754,315
750,580
1694,884
1155,396
1725,549
86,560
1470,808
1628,501
1380,648
1729,721
535,634
1352,533
1756,818
1864,287
1705,440
1840,670
1654,333
320,531
1541,294
1834,814
1336,807
483,390
1874,610
374,640
536,679
194,555
644,543
1376,303
1568,488
1506,290
