x,y
908,778
1047,759
775,581
1078,667
994,641
825,660
1228,571
1101,859
894,665
1495,810
1324,558
924,870
826,982
949,695
585,821
1023,632
1376,642
1384,595
876,784
1237,658
1364,694
1332,691
1085,712
1540,602
1544,815
917,830
734,666
830,828
1294,816
765,695
1142,610
1431,851
1023,720
1264,876
1231,759
968,866
979,468
1089,625
1115,704
1360,717
1461,981
896,861
1255,774
1201,684
800,537
791,692
1429,654
663,618
1039,854
1236,871
1144,847
1494,556
1286,733
1116,872
709,594
794,821
950,837
1006,859
977,651
1010,804
975,394
954,790
1357,814
915,486
1350,873
990,717
1148,467
1512,723
727,816
1467,830
498,818
491,844
1140,684
1495,632
1535,730
696,868
638,860
734,584
1470,754
757,838
700,666
427,849
1585,793
1167,765
1263,687
854,704
681,797
1194,812
1113,956
626,627
1449,508
819,976
836,772
1508,856
1457,989
1407,887
1109,749
569,821
1442,733
