x,y
931,306
1002,183
899,239
1216,305
1251,788
1467,182
1255,398
1289,383
875,288
723,221
1066,185
1493,434
1450,171
1034,411
807,218
1232,290
1119,349
812,279
1279,312
1136,183
869,219
1287,401
1086,248
1476,228
1400,376
973,135
1185,462
1614,254
945,294
758,240
1066,351
1111,313
1259,290
1184,327
1118,183
992,244
878,309
1065,244
1212,202
1026,282
1332,364
680,209
1330,317
1097,282
1332,200
788,258
1152,295
1592,242
968,257
1023,233
942,225
1326,418
1574,493
1556,234
1458,448
688,223
1016,387
1516,204
1361,212
1191,251
793,334
1433,368
988,321
1556,450
1642,260
1027,335
1188,412
1148,272
1520,227
830,303
968,231
1232,463
1379,343
1413,238
849,342
1495,409
1255,234
1449,231
1525,478
997,382
958,340
1351,257
1266,452
1347,376
663,210
998,416
1404,422
1171,204
1191,374
527,427
758,286
917,200
1141,414
1087,397
1103,424
778,195
1220,410
891,338
1092,347
785,314
1373,230
1359,438
1285,228
1449,492
1417,471
1479,506
829,338
956,387
1144,439
907,412
715,253
591,254
1033,406
1382,287
914,366
1181,481
1329,438
1221,819
1257,761
729,340
490,391
1551,510
1579,558
1617,496
1311,258
1242,531
949,436
1450,558
1515,522
